Produit,NoteP,NoteC,Pays,Commentaire
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,J'avais acheté ces spots pour un meuble de salle de bains en 2017. Un d'entre eux clignotait de temps en temps dès le début mais j'avais la flemme de l'enlever pour un échange. Il a tenu 5 ans avant de rendre l'âme.  J'ai donc commandé ce produit à nouveau pour remplacer son prédécesseur. Et là  c'est le drame. Ou presque.  Les modèle a changé est plus haut et plus large au niveau des encastrements. Au lieu d'un remplacement en 5 minutes j'ai dû agrandir les trous d'encastrement. J'ai eu du bol  avec la nouvelle hauteur  ça passait tout juste. Sinon j'aurais dû le retourner.  Les fils de connexion sont plus courts qu'avant aussi. Dommage de gratter un centimètre de fil.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Très économique Résistant pas déçu de notre achat
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,j'ai utilisé ces spots pour remplacer ceux de mon meuble de salle de bain (3 en bandeau supérieur)... Hormis qu'ils soient un peu trop puisant dans mon cas...Je recommande ce produit par sa grande facilité d'installation   et le produit très bien emballé avec bonne notice de montage.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Bonjour installé 3 spots dans ma salle pour le moment ça fonctionne très bien a voir avec le temps . En espérant que ça ne claque pas avant la durée des heures affichées. Bien a vous
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Remplacement de spots corrodés (25 ans d'âge) dans un plafonnier
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Esthétiquement très bien  bonne luminosité. Etanchéité je ne sais pas pour le moment la salle de bain n’est pas finie. Pour le montage prévoir boite de dérivation  domino ou autre car le câble électrique d’alimentation ne vient pas se mettre sur le spot… dommage. Livraison rapide.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Bel aspect  faible encombrement  éclairage puissant et plutôt agréable.  Aucun accessoire n'est fourni pour l'installation ; le schéma d'installation montre comment connecter les 3 spots en série avec 3 boitiers de connexion etc. mais rien n'est fourni. A savoir donc  mais je recommande le produit en lui-même.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Très bon produit  un seul défaut les fils d'alimentations sont un peu courts (environ 12 cm). Agréable surprise l'éclairage est puissant mais n'ébloui pas. A voir la qualité du produit dans le temps
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,OK
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Facile à installer  facile a brancher et raccorder. Je recommande.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Bon rapport qualité prix
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Bon rapport qualité prix Certains commentaires parlent d’une installation difficile. Il faut juste les connecter en série ! L’arrivée électrique (la phase et le neutre  fil rouge et bleu) vous la connectez sur un dominos à 3 entrées chacun  les spots ont deux fils (un blanc (neutre) et un gris (phase)) chaque fil est connecté sur le domino puis il reste une entrée pour connecter l’autre spot dessus .. etc .. pour ceux qui disent qu’ils n’ont pas de fils .. il suffit de reprendre les anciens et de les dénuder. Pensez à mettre les raccordements (dominos) dans un petit boîtier d’encastrement pour faire propre. N’ayez pas peur lancez vous c’est facile ! Ceux qui veulent juste remplacer leur anciens spots avec transformateur   ici il n’y en a pas donc le raccordement en série est inévitable.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Ces spots ont remplacé chez moi de vieux spots halogènes  la puissance et la lumière de couleur conviennent bien au-dessus d'un lavabo dans une salle de bains. Attention la notice indique que les spots sont à mettre en série  il faut en réalité les mettre en parallèle  chaque spot étant alimenté en 220v. Prévoir un boitier de raccordement  qui n'est pas dans la fourniture. Mais à ce prix c'est très correct.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Eclairage très bon montage simple achat de matériels électriques (câbles prise  interrupteur et boite de jonction) et d'une scie à cloche de 60 mm ! Utilisé pour remplacer 3 spots (12 Volts de 55mm de diamètre) incorporés dans un meuble de salle de bains IKEA qui avaient très mal vieillis (cramés par la chaleurs ) J'ai rajouté 2 spots et j'en garde un en secours ! A voir dans la durée mais posé depuis une semaine et pas de problème à ce jour.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Du soleil dans la salle de bain.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Spots de très bonne dimension  ils se sont bien intégrés dans le plafond en lambris peint en blanc et l'éclairage est parfait ! Au niveau qualité prix  rien à redire.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Branchez les câbles  fixez le au plafond ( système de lames latérales qui font pression sur les côtés) et le tour est joué. Fonctionnent depuis 2 mois dans une salle de bain en commun avec des spots classiques de même luminosité et chaleur  on ne voit même pas la différence.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Parfait! Les spots ont une bonne finition  l'installation se fait facilement (une grosse dizaine de minutes  le temps de mettre la main sur un tournevis...) et le résultat est propre. Sans une lentille dépolie  les ombres sont assez marquées et un peu disgracieuses (si c'est pour un miroir de salle de bain par exemple)  mais pour mettre au dessus d'un plan de travail de cuisine  c'est péchu et ça fait largement l'affaire chez moi! Je suis très content de cet achat  livré en moins de 48h qui plus est!
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,5,France,Eclairage miroir de salle de bain.Très bien merci.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Une cinquantaine de pages (mode brouillon) seulement !! Achetée en mars  vide en avril. Très déçu !! Est-ce que HP nous forcerait la main à prendre l'abonnement INSTANT INK ????
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,n e fonctionne pas
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,J ai acheté 1 jeu de 2 cartouches d ancré chez Amazon et je m en suis servi très peu ! Et l imprimante HP DesKet 2721 e e signale déjà par un témoin clignotant qu il y a un problème de cartouches d ancré ! J aimerais recevoir un autre jeu de cartouches Gratuitement ! Car je ne peux plus me servir de mon imprimante à cause de ce problème !!! Merci de me recontacter au plus vite !!!
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,La cartouche couleur n'est pas reconnue pleine par l'imprimante
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Bonjour très déçu de ma commande après 2 utilisation environ 5 impression faite mon imprimante me dit que le niveau est bas   défaut de cartouches ou mal rempli  je suis très très mécontente
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Se termine très rapidement pour pas beaucoup d’impression
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Je ne sais pas si c'est l'imprimante (HP Deskjett 2500) qui est un mauvais produit ou les cartouches  en tout cas  une fois installée  l'imprimante considère les cartouches neuves comme vides. Ayant utilisé les procédures HP pour palier au problème  force est de constater  que je n'ai qu'une envie  jeter l'imprimante et les cartouches. Trés mauvais produit et trés déçu. HP est en dessous de tout  surtout lorsque l'on connait la marque depuis 40 ans + et les cartouches pas mieux.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Bonjour je suis très déçu de mon achat car la cartouche couleur fonctionne mais la cartouche noir ne fonctionne pas du coup comme c’est très urgent et que je doit vraiment imprimer ben je garde la cartouche de couleur et je vais racheter une cartouche noir!!!!
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Grosse arnaque ça doit être les cartouches d’essais car cartouche non pleines à l’installation. Merci !!!
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,1,France,Cartouche noir + couleur Aucune n a fonctionné correctement ! Impression médiocre dès les premières pages et l imprimante à indiqué les cartouches vides après quelques dizaines de pages imprimées ! Avec ce message d erreur.....!!!
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Ce produit m'a déçue : les prévisions données sur le nombre d'impression  ne correspond pas à la réalité : 120 pages données  alors que je n'en ai pas imprimé la moitié !
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Article défectueux  reconnus par l'imprimante  mais pas d'encre dedans  peut être la cartouche a séché  j'ai demandé assistance auprès d'Amazon et il me l'a remplace  sav rapide heureusement  je trouve tout de même que c'est chère.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Longévité = 15 pages maxi et encore …… Rapport qualité -prix: trop cher pour le service rendu et la mauvaise qualité lors de l’impression  Cette cartouche doit contenir une quantité infime d’encre….d’où l’insatisfaction générée…  Je tiens à préciser que l’imprimante utilisée est neuve….
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Remplacement 2 cartouches sur hp2720.. écran imprimante erreur cartouche noire vide.echange avec ancienne. Erreur annulée imprimante redémarre.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,La qualité est bonne mais les cartouches durent peu de temps et sont très chères
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Pas beaucoup d’encre
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Beaucoup trop chère à réserver à un usage itératif
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Je viens de recevoir le produit  j'ai fait 15 impressions et la cartouche noire est déjà quasiment vide...
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Je sais pas encore faut que j'essaie pour donner soit un bon ou un mauvais avis pour le moment c'est la livraison que j'apprecis c'est un sans faute et livre amusement très bien de ce côté là pour le reste ça reste à valider merci
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,2,France,Je suis déçu  la cartouche couleur fonctionne très bien mais la noir mets mon imprimante en erreur ..
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,J'ai imprimé 35 images en tailles 13x18. Plus d'encre. Ça s'est vidé d'un seul tenant. L'encre noir est fade. J'ai recommandé des cartouches remanufacture  moins cher et j'ai dépassé les 100 aîné d'images que ça n'a même pas touché la premiere ligne. Déçu de hp.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Bonjour   Je rencontre le même problème que la personne qui a publié un commentaire le 22/04/23.  L'imprimante ne reconnait pas la cartouche (le logo de la cartouche est vide et clignote).  Je me demande également le remboursement du produit ou l'envoi d'une nouvelle cartouche.  Vous remerciant par avance.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Nous avons réalisé cet achat sur Amazon parce que le prix à tellement augmenté partout ! Là c'est ok mais le contenu de l'encre est restreint donc il va falloir racheter plus grand
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Dommage que la date de péremption ne soit pas indiquée. A ne pas acheter si on veut faire une réserve pour utilisation ultérieure.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,metttre le code directement dans la boîte des cartouches car sinon  c'est pénible  d'avoir  à chaque fois à chercher qui est l'envoyeur  etc  etc.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Conforme envoie rapide . Je regrette le fait que l'ont peu imprimé très peu
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Je trouve que l'ancre en couleur n'est pas aussi top que d'habitude. Je me demande si les compositions et concentrations ont changés par rapport a d'habitude.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Les cartouches-couleurs livrées avec la machine sont d’une contenance très réduite.
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,il est précise é cartouches noir et trois couleur dans le colis je n avais pas la deuxième cartouche noir est ce une erreur ?
HP 305 Pack de 2 Cartouches d'Encre Noire et Trois Couleurs...,4.5,3,France,Cartouche d'encre à la marque. Je réalise peu d'édition et les cartouches ne tiennent pas longtemps.
